scheme_name,amc_name,fund_manager,min_sip,min_lumpsum,expense_ratio,fund_size,fund_age,category,sub_category,rating,effective_return,sharpe,sortino,risk_level_score,risk_level,fund_score
Nippon India Gold Savings Fund,Nippon India Mutual Fund,Mehul Dama,100,100,0.19,1447.0,10,Other,FoFs Domestic,2,13.1,0.46,1.03,5,High,0.2965116047444489
Nippon India Growth Fund,Nippon India Mutual Fund,Rupesh Patel,100,100,1.09,13409.0,10,Equity,Mid Cap Mutual Funds,4,14.5,1.74,3.62,6,High,0.4396644696205532
Nippon India GSF – Direct Growth,Nippon India Mutual Fund,Pranay Sinha,100,5000,0.63,1158.0,10,Debt,Gilt Mutual Funds,3,8.3,0.45,0.57,2,Low,0.3023109270288572
Nippon India Hybrid Bond Fund,Nippon India Mutual Fund,Sushil Budhia,100,5000,1.26,716.0,10,Hybrid,Conservative Hybrid Mutual Funds,1,3.4,2.17,4.19,6,High,0.2664552088967328
Nippon India Income Fund,Nippon India Mutual Fund,Vivek Sharma,100,5000,0.58,238.0,10,Debt,Medium to Long Duration Funds,3,7.9,0.5,0.6,2,Low,0.2945323918682232
Nippon India Index Fund,Nippon India Mutual Fund,Mehul Dama,100,5000,0.15,374.0,10,Other,Index Funds,4,13.0,1.28,3.23,6,High,0.412682639831544
Nippon India Index Fund,Nippon India Mutual Fund,Mehul Dama,100,100,0.2,638.0,10,Other,Index Funds,3,11.9,1.26,3.33,6,High,0.3686639282740575
Nippon India Large Cap Fund,Nippon India Mutual Fund,Sailesh Raj Bhan,100,100,1.01,12524.0,10,Equity,Large Cap Mutual Funds,3,12.6,1.44,3.01,6,High,0.37562647325085585
Nippon India Liquid Fund,Nippon India Mutual Fund,Anju Chhajer,100,1000,0.2,25358.0,10,Debt,Liquid Mutual Funds,3,5.4,1.01,4.53,2,Low,0.35879626514554214
Nippon India Low Duration Fund,Nippon India Mutual Fund,Anju Chhajer,100,500,0.37,6232.0,10,Debt,Low Duration Funds,4,6.5,1.82,2.8,2,Low,0.41004648484316825
Nippon India Money Market Fund,Nippon India Mutual Fund,Anju Chhajer,100,500,0.21,10718.0,10,Debt,Money Market Funds,5,6.3,2.11,5.44,3,Medium,0.48310446564170817
Nippon India Multi Cap Fund,Nippon India Mutual Fund,Sailesh Raj Bhan,100,100,1.12,14091.0,10,Equity,Multi Cap Funds,0,13.2,1.55,3.33,6,High,0.26279393337186513
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,Nippon India Mutual Fund,Mehul Dama,100,100,0.02,148.0,4,Other,FoFs Domestic,2,21.8,0.99,1.75,6,High,0.3193131599273684
Nippon India Overnight Fund,Nippon India Mutual Fund,Anju Chhajer,100,100,0.08,8861.0,4,Debt,Overnight Mutual Funds,4,3.9,0.07,0.4,1,Low,0.28908730328616206
Nippon India Pharma Fund,Nippon India Mutual Fund,Sailesh Raj Bhan,100,5000,1.17,4267.0,10,Equity,Sectoral / Thematic Mutual Funds,0,15.6,0.99,2.09,6,High,0.2400581758622687
Nippon India Power & Infra Fund,Nippon India Mutual Fund,Sanjay Doshi,100,5000,1.58,1871.0,10,Equity,Sectoral / Thematic Mutual Funds,3,10.1,1.67,3.52,6,High,0.3525862628793492
Nippon India Quant Fund,Nippon India Mutual Fund,Ashutosh Bhargava,100,5000,0.54,34.0,10,Equity,Sectoral / Thematic Mutual Funds,0,11.9,1.47,2.91,6,High,0.23224081490391293
Nippon India Retirement Fund,Nippon India Mutual Fund,Pranay Sinha,500,500,0.85,172.0,8,Solution Oriented,Retirement Funds,2,7.4,0.76,1.38,4,Medium,0.2466683061917393
Nippon India Retirement Fund,Nippon India Mutual Fund,Pranay Sinha,500,500,1.03,2233.0,8,Solution Oriented,Retirement Funds,1,6.7,1.34,3.35,6,High,0.2417362277019038
Nippon India Short Term Fund,Nippon India Mutual Fund,Sushil Budhia,100,100,0.34,5147.0,10,Debt,Short Duration Funds,4,7.2,1.47,2.42,3,Medium,0.3976830863476214
Nippon India Small Cap Fund,Nippon India Mutual Fund,Samir Rachh,100,5000,0.86,23910.0,10,Equity,Small Cap Mutual Funds,4,16.8,2.06,4.2,6,High,0.4735618810888363
Nippon India Strategic Debt Fund,Nippon India Mutual Fund,Sushil Budhia,100,5000,1.4,151.0,9,Debt,Medium Duration Funds,2,-0.9,0.5,2.12,6,High,0.19209778977806152
Nippon India Tax Saver (ELSS) Fund,Nippon India Mutual Fund,Rupesh Patel,500,500,1.18,11210.0,10,Equity,ELSS Mutual Funds,1,6.5,1.37,2.75,6,High,0.2550063522036853
Nippon India US Equity Opportunities Fund,Nippon India Mutual Fund,Kinjal Desai,100,100,1.22,534.0,8,Equity,Sectoral / Thematic Mutual Funds,0,13.3,0.67,1.33,6,High,0.1876699000263069
Nippon India USD Fund,Nippon India Mutual Fund,Vivek Sharma,100,100,0.38,5114.0,10,Debt,Ultra Short Duration Funds,5,5.9,1.54,3.13,3,Medium,0.43795489604790505
Nippon India Value Fund,Nippon India Mutual Fund,Meenakshi Dawar,100,500,1.21,4641.0,10,Equity,Value Funds,3,12.2,1.54,3.34,6,High,0.37059201456044527
Nippon India Vision Fund,Nippon India Mutual Fund,Amar Kalkundrikar,100,5000,1.55,3024.0,10,Equity,Large & Mid Cap Funds,1,9.3,1.48,3.41,6,High,0.2651416607685097
Parag Parikh Flexi Cap Fund,PPFAS Mutual Fund,Rajeev Thakkar,1000,1000,0.75,29953.0,10,Equity,Flexi Cap Funds,5,17.6,1.86,3.06,6,High,0.5082275092307217
Parag Parikh Liquid Fund,PPFAS Mutual Fund,Raj Mehta,1000,5000,0.17,1456.0,5,Debt,Liquid Mutual Funds,1,4.0,0.13,0.59,2,Low,0.16817943570142568
Parag Parikh Tax Saver Fund,PPFAS Mutual Fund,Rajeev Thakkar,1000,500,0.8,1147.0,4,Equity,ELSS Mutual Funds,5,33.0,2.11,4.17,6,High,0.5527189443837659
PGIM India Arbitrage Fund,PGIM India Mutual Fund,Utkarsh Katkoria,1000,5000,0.33,168.0,9,Hybrid,Arbitrage Mutual Funds,2,5.2,0.73,0.85,1,Low,0.24798873588326248
PGIM India Banking&PSU Debt Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.25,53.0,10,Debt,Banking and PSU Mutual Funds,3,7.1,0.99,2.06,2,Low,0.31649502543331015
PGIM India Corporate Bond Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.29,49.0,10,Debt,Corporate Bond Mutual Funds,4,6.9,1.21,2.99,2,Low,0.36889756120449463
PGIM India Dynamic Bond Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.36,135.0,10,Debt,Dynamic Bond,3,7.4,0.68,0.89,2,Low,0.3021886798020931
PGIM India Elss Tax Saver Fund,PGIM India Mutual Fund,Srinivas Rao Ravuri,500,500,1.0,451.0,7,Equity,ELSS Mutual Funds,4,13.7,1.64,3.32,6,High,0.39569708511294366
PGIM India Equity Savings Fund,PGIM India Mutual Fund,Anandha Padmanabhan Anjen,1000,5000,0.42,143.0,10,Hybrid,Equity Savings Mutual Funds,3,8.0,1.86,4.61,2,Low,0.37040369099039316
PGIM India Flexi Cap Fund,PGIM India Mutual Fund,Aniruddha Naha,1000,100,0.4,5199.0,8,Equity,Flexi Cap Funds,5,15.7,1.6,3.13,6,High,0.47336889802301246
PGIM India GEO Fund,PGIM India Mutual Fund,Rahul Jagwani,1000,5000,1.44,1336.0,10,Other,FoFs Overseas,0,14.1,0.55,1.01,6,High,0.19613269235981523
PGIM India Gilt Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.39,135.0,10,Debt,Gilt Mutual Funds,3,7.0,0.54,0.74,3,Medium,0.293692986274854
PGIM India Hybrid Equity Fund,PGIM India Mutual Fund,Vivek Sharma,1000,5000,0.68,217.0,10,Hybrid,Aggressive Hybrid Mutual Funds,2,9.0,1.35,2.6,6,High,0.29819342042740316
PGIM India Large Cap Fund,PGIM India Mutual Fund,Srinivas Rao Ravuri,1000,5000,0.98,427.0,10,Equity,Large Cap Mutual Funds,2,10.9,1.28,2.87,6,High,0.3042987213237713
PGIM India Liquid Fund,PGIM India Mutual Fund,Puneet Pal,1000,100,0.17,809.0,10,Debt,Liquid Mutual Funds,3,5.4,1.07,4.88,2,Low,0.34624124401938
PGIM India Low Duration Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.35,97.0,10,Debt,Low Duration Funds,1,2.0,0.07,0.05,2,Low,0.16528248265090242
PGIM India Midcap Opportunities Fund,PGIM India Mutual Fund,Aniruddha Naha,1000,5000,0.46,7707.0,9,Equity,Mid Cap Mutual Funds,5,19.0,1.92,4.61,6,High,0.519309010747624
PGIM India Money Market Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.15,235.0,3,Debt,Money Market Funds,4,5.1,1.92,5.23,2,Low,0.36650087711333557
PGIM India Overnight Fund,PGIM India Mutual Fund,Puneet Pal,1000,100,0.12,75.0,4,Debt,Overnight Mutual Funds,4,3.9,0.16,0.95,1,Low,0.27082433546779333
PGIM India Short Duration Fund,PGIM India Mutual Fund,Puneet Pal,1000,5000,0.5,29.0,10,Debt,Short Duration Funds,3,4.6,1.04,2.05,2,Low,0.29698400505686834
PGIM India Ultra Short Duration Fund,PGIM India Mutual Fund,Puneet Pal,1000,25000,0.25,405.0,10,Debt,Ultra Short Duration Funds,3,7.3,1.9,4.43,2,Low,0.37666448786719037
Quant Absolute Fund,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.56,1013.0,10,Hybrid,Aggressive Hybrid Mutual Funds,5,19.1,2.12,3.75,6,High,0.516382160381174
Quant Active Fund,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.58,3531.0,10,Equity,Multi Cap Funds,0,19.9,1.87,3.33,6,High,0.3129719101742748
Quant Flexi Cap Fund,Quant Mutual Fund,Vasav Sahgal,1000,5000,0.58,1044.0,10,Equity,Flexi Cap Funds,5,18.2,1.94,3.65,6,High,0.5024656297666764
Quant Focused Fund,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.57,219.0,10,Equity,Focused Funds,5,13.1,1.61,3.14,6,High,0.45305980331316553
Quant Infrastructure Fund,Quant Mutual Fund,Vasav Sahgal,1000,5000,0.64,822.0,10,Equity,Sectoral / Thematic Mutual Funds,5,21.1,2.3,3.44,6,High,0.5267950524630118
Quant Large and Mid Cap Fund,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.56,652.0,10,Equity,Large & Mid Cap Funds,5,14.2,1.51,3.12,6,High,0.4609857460063312
Quant Liquid Plan – Direct Growth,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.29,1561.0,10,Debt,Liquid Mutual Funds,5,5.9,3.52,8.6,2,Low,0.540798332926133
Quant Mid Cap Fund,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.63,1550.0,10,Equity,Mid Cap Mutual Funds,5,19.8,1.95,3.58,6,High,0.5121664142022031
Quant Multi Asset Fund,Quant Mutual Fund,Vasav Sahgal,1000,5000,0.56,634.0,10,Hybrid,Multi Asset Allocation Mutual Funds,5,20.5,1.79,3.23,6,High,0.504814338620747
Quant Small Cap Fund,Quant Mutual Fund,Sanjeev Sharma,1000,5000,0.64,3301.0,10,Equity,Small Cap Mutual Funds,5,23.2,2.11,3.71,6,High,0.5381365784562093
Quant Tax Plan- Direct Growth,Quant Mutual Fund,Vasav Sahgal,500,500,0.57,2779.0,10,Equity,ELSS Mutual Funds,5,22.2,2.03,3.5,6,High,0.5309645898193107
Quantum Dynamic Bond Fund,Quantum Mutual Fund,Pankaj Pathak,500,500,0.61,85.0,8,Debt,Dynamic Bond,3,6.9,0.66,1.05,3,Medium,0.2803220961713946
Quantum Equity Fund,Quantum Mutual Fund,Chirag Mehta,500,500,0.51,88.0,14,Other,FoFs Domestic,2,9.1,1.32,3.01,6,High,0.323170787291308
Quantum Gold Savings Fund,Quantum Mutual Fund,Chirag Mehta,500,500,0.06,83.0,12,Other,FoFs Domestic,1,13.0,0.44,0.98,5,High,0.25572626966154816
Quantum Liquid Fund,Quantum Mutual Fund,Pankaj Pathak,500,5000,0.15,628.0,17,Debt,Liquid Mutual Funds,2,4.9,0.19,0.92,1,Low,0.2884318745606962
Quantum Long Term Equity Value Fund,Quantum Mutual Fund,George Thomas,500,500,1.29,837.0,17,Equity,Value Funds,2,8.8,1.42,3.0,6,High,0.3397606042164715
Quantum Multi Asset Fund,Quantum Mutual Fund,Chirag Mehta,500,500,0.1,49.0,11,Other,FoFs Domestic,3,8.1,1.24,3.12,4,Medium,0.345352030953716
Quantum Tax Saving Fund,Quantum Mutual Fund,Christy Mathai,500,500,1.29,115.0,14,Equity,ELSS Mutual Funds,3,8.9,1.44,3.04,6,High,0.35246756292957626
SBI Arbitrage Opportunities Fund,SBI Mutual Fund,Neeraj Kumar,500,5000,0.36,8800.0,10,Hybrid,Arbitrage Mutual Funds,2,5.4,0.77,0.93,1,Low,0.2769325667652509
SBI Banking & Financial Services Fund,SBI Mutual Fund,Milind Agrawal,500,5000,0.78,3747.0,8,Equity,Sectoral / Thematic Mutual Funds,5,12.5,0.95,1.98,6,High,0.4150362663804039
SBI Banking and PSU Fund,SBI Mutual Fund,Rajeev Radhakrishnan,500,5000,0.35,4982.0,10,Debt,Banking and PSU Mutual Funds,2,7.0,0.73,1.17,3,Medium,0.2815313508233266
SBI BlueChip Fund,SBI Mutual Fund,Sohini Andani,500,5000,0.9,33987.0,10,Equity,Large Cap Mutual Funds,3,11.4,1.39,3.98,6,High,0.38201840524022035
SBI Conservative Hybrid Fund,SBI Mutual Fund,Saurabh Pant,500,5000,0.57,7250.0,10,Hybrid,Conservative Hybrid Mutual Funds,4,8.8,2.23,4.24,5,High,0.4423167292690141
SBI Consumption Opportunities Fund,SBI Mutual Fund,Saurabh Pant,500,5000,1.18,1185.0,10,Equity,Sectoral / Thematic Mutual Funds,4,12.7,1.77,3.65,6,High,0.4176267813998086
SBI Contra Fund,SBI Mutual Fund,Dinesh Balachandran,500,5000,0.91,8340.0,10,Equity,Contra Funds,5,15.6,2.13,4.43,6,High,0.5058352694409181
SBI Corporate Bond Fund,SBI Mutual Fund,Rajeev Radhakrishnan,500,5000,0.34,16551.0,4,Debt,Corporate Bond Mutual Funds,3,6.4,0.92,1.54,2,Low,0.29727326035078766
SBI Credit Risk Fund,SBI Mutual Fund,Lokesh Mallya,500,10000,0.92,2782.0,10,Debt,Credit Risk Funds,3,7.0,1.5,2.05,5,High,0.34157488486548426
SBI Dynamic Bond Fund,SBI Mutual Fund,Dinesh Ahuja,500,5000,0.87,2407.0,10,Debt,Dynamic Bond,4,7.9,0.66,0.88,3,Medium,0.34869823828192875
SBI Equity Hybrid Fund,SBI Mutual Fund,R Srinivasan,500,1000,0.79,54492.0,10,Hybrid,Aggressive Hybrid Mutual Funds,3,10.8,1.25,2.77,6,High,0.3719393067706662
SBI Equity Minimum Variance – Direct Growth,SBI Mutual Fund,Raviprakash Sharma,500,5000,0.42,134.0,4,Equity,Sectoral / Thematic Mutual Funds,0,27.0,1.47,3.09,6,High,0.2863469787741797
SBI Equity Savings Fund,SBI Mutual Fund,Neeraj Kumar,500,1000,0.67,2264.0,8,Hybrid,Equity Savings Mutual Funds,3,8.1,1.47,3.49,4,Medium,0.3453121156061467
SBI Flexi Cap Fund,SBI Mutual Fund,R Srinivasan,500,1000,0.85,15602.0,10,Equity,Flexi Cap Funds,3,11.0,1.4,3.25,6,High,0.3725540531910868
SBI Floating Rate Debt Fund,SBI Mutual Fund,Rajeev Radhakrishnan,500,5000,0.26,1604.0,2,Debt,Floater Mutual Funds,3,5.0,1.29,2.87,2,Low,0.28478591391625363
SBI FMP – Series 1 (3668 Days) – Direct Growth,SBI Mutual Fund,Ranjana Gupta,0,5000,0.0,40.0,4,Debt,Fixed Maturity Plans,0,6.2,0.69,1.0,3,Medium,0.1372212688325325
SBI Focused Equity Fund,SBI Mutual Fund,R Srinivasan,500,5000,0.69,26561.0,10,Equity,Focused Funds,3,12.2,1.17,2.61,6,High,0.3722356820986263
SBI Gold Fund,SBI Mutual Fund,Raviprakash Sharma,500,5000,0.1,1265.0,10,Other,FoFs Domestic,3,13.4,0.44,0.95,6,High,0.33839376377058633
SBI Healthcare Opportunities Fund,SBI Mutual Fund,Tanmaya Desai,500,5000,1.09,1574.0,10,Equity,Sectoral / Thematic Mutual Funds,0,13.6,1.09,2.12,6,High,0.23006489341777805
SBI Infrastructure Fund,SBI Mutual Fund,Bhavin Vithiani,500,5000,1.88,927.0,10,Equity,Sectoral / Thematic Mutual Funds,4,13.0,1.79,4.0,6,High,0.4074608747211738
SBI Large & Midcap Fund,SBI Mutual Fund,Saurabh Pant,500,5000,0.99,9441.0,10,Equity,Large & Mid Cap Funds,5,13.6,1.67,3.24,6,High,0.4701986255073994
SBI Liquid Fund,SBI Mutual Fund,R Arun,500,500,0.18,57052.0,10,Debt,Liquid Mutual Funds,3,5.3,0.88,4.07,2,Low,0.35515132657199516
SBI Long Term Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.75,164.0,6,Equity,ELSS Mutual Funds,0,19.5,1.79,3.93,4,Medium,0.24950848588971564
SBI Long Term Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.76,57.0,7,Equity,ELSS Mutual Funds,0,15.4,1.9,3.71,4,Medium,0.2314605477651341
SBI Long Term Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.76,30.0,8,Equity,ELSS Mutual Funds,0,14.5,1.85,3.76,4,Medium,0.22828313783587142
SBI Long Term Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.76,36.0,8,Equity,ELSS Mutual Funds,0,14.0,1.87,3.69,4,Medium,0.2266133844152213
SBI Long Term Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.76,222.0,5,Equity,ELSS Mutual Funds,0,28.2,1.61,3.73,4,Medium,0.28490037207347374
SBI Long Term Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.76,278.0,5,Equity,ELSS Mutual Funds,0,25.1,1.32,3.18,4,Medium,0.2553949663116643
SBI Long Term Equity Fund,SBI Mutual Fund,Dinesh Balachandran,500,500,1.07,12158.0,10,Equity,ELSS Mutual Funds,3,11.6,1.59,3.21,6,High,0.37639524320478596
SBI Magnum Children’s Benefit Fund,SBI Mutual Fund,Rajeev Radhakrishnan,500,5000,0.86,89.0,10,Solution Oriented,Childrens Funds,4,8.3,1.72,3.92,4,Medium,0.39088213982707143
SBI Magnum Comma Fund,SBI Mutual Fund,Richard Dsouza,500,5000,2.03,417.0,10,Equity,Sectoral / Thematic Mutual Funds,0,11.3,1.24,2.37,6,High,0.19877300464951014
SBI Magnum Equity ESG Fund,SBI Mutual Fund,Rohit Shimpi,500,1000,1.35,4456.0,10,Equity,Sectoral / Thematic Mutual Funds,0,12.2,1.29,2.88,6,High,0.23627721447027597
SBI Magnum Gilt Fund,SBI Mutual Fund,Dinesh Ahuja,500,5000,0.46,4301.0,10,Debt,Gilt Mutual Funds,5,8.3,0.77,1.1,3,Medium,0.4072953856887792
SBI Magnum Global Fund,SBI Mutual Fund,R Srinivasan,500,5000,1.25,5257.0,10,Equity,Sectoral / Thematic Mutual Funds,0,11.5,1.42,2.42,6,High,0.23774652386727205
SBI Magnum Income Fund,SBI Mutual Fund,Dinesh Ahuja,500,5000,0.8,1510.0,10,Debt,Medium to Long Duration Funds,4,7.8,0.94,1.56,4,Medium,0.36160344708557474
SBI Magnum Low Duration Fund,SBI Mutual Fund,Rajeev Radhakrishnan,500,5000,0.4,7717.0,10,Debt,Low Duration Funds,3,6.4,1.58,3.47,3,Medium,0.36605135312707004
SBI Magnum Medium Duration Fund,SBI Mutual Fund,Dinesh Ahuja,500,5000,0.69,7087.0,10,Debt,Medium Duration Funds,4,7.9,1.18,2.05,4,Medium,0.3840683024034225
SBI Magnum Midcap Fund,SBI Mutual Fund,Sohini Andani,500,5000,0.97,8732.0,10,Equity,Mid Cap Mutual Funds,4,13.5,1.89,3.93,6,High,0.44162179956469255
SBI Magnum Ultra Short Duration Fund,SBI Mutual Fund,R Arun,2000,5000,0.31,8907.0,10,Debt,Ultra Short Duration Funds,2,6.1,1.49,3.14,2,Low,0.3216799752449992
SBI Multi Asset Allocation Fund,SBI Mutual Fund,Dinesh Balachandran,500,5000,0.88,609.0,10,Hybrid,Multi Asset Allocation Mutual Funds,3,9.6,1.35,2.98,6,High,0.3471672994821126
SBI Nifty Index Fund,SBI Mutual Fund,Raviprakash Sharma,500,5000,0.18,3324.0,10,Other,Index Funds,3,11.8,1.31,3.47,6,High,0.3796224917603054
SBI Overnight Fund,SBI Mutual Fund,R Arun,2000,5000,0.1,19888.0,10,Debt,Overnight Mutual Funds,2,4.6,-0.05,-0.25,1,Low,0.24544625935159814
SBI PSU Fund,SBI Mutual Fund,Richard Dsouza,500,5000,1.42,505.0,10,Equity,Sectoral / Thematic Mutual Funds,0,7.4,1.1,2.32,6,High,0.18600858806246764
SBI Savings Fund,SBI Mutual Fund,R Arun,500,500,0.23,19441.0,10,Debt,Money Market Funds,3,6.2,1.93,4.1,3,Medium,0.38967360605839807
SBI Short Term Debt Fund,SBI Mutual Fund,Rajeev Radhakrishnan,500,5000,0.35,13289.0,10,Debt,Short Duration Funds,3,6.8,1.02,1.57,2,Low,0.3384274281522016
SBI Small Cap Fund,SBI Mutual Fund,R Srinivasan,500,5000,0.7,15395.0,10,Equity,Small Cap Mutual Funds,4,15.3,1.88,4.07,6,High,0.46025501825603354
SBI Tax Advantage Fund,SBI Mutual Fund,R Srinivasan,0,500,1.76,28.0,9,Equity,ELSS Mutual Funds,0,21.8,1.85,4.1,4,Medium,0.27560546381881906
SBI Technology Opportunities Fund,SBI Mutual Fund,Saurabh Pant,500,5000,0.87,2861.0,10,Equity,Sectoral / Thematic Mutual Funds,0,21.0,1.51,2.36,6,High,0.2930738007321727
Shriram Balanced Advantage Fund,Shriram Mutual Fund,Deepak Ramaraju,1000,5000,0.6,48.0,4,Hybrid,Dynamic Asset Allocation or Balanced Advantage,3,13.9,1.22,2.42,6,High,0.3169188112548993
Shriram Flexi Cap Fund,Shriram Mutual Fund,Deepak Ramaraju,1000,5000,0.65,60.0,4,Equity,Flexi Cap Funds,2,21.5,1.19,2.74,6,High,0.316231584105667
Shriram Hybrid Equity Fund,Shriram Mutual Fund,Deepak Ramaraju,1000,5000,0.65,56.0,9,Hybrid,Aggressive Hybrid Mutual Funds,3,8.9,1.16,2.79,6,High,0.3200232611892236
Shriram Long Term Equity Fund,Shriram Mutual Fund,Deepak Ramaraju,500,500,0.6,36.0,4,Equity,ELSS Mutual Funds,3,20.1,1.14,2.37,6,High,0.34293005045366026
Sundaram Aggressive Hybrid Fund,Sundaram Mutual Fund,S Bharath,100,100,0.67,2981.0,10,Hybrid,Aggressive Hybrid Mutual Funds,4,9.7,1.46,4.11,5,High,0.41009095390200184
Sundaram Arbitrage Fund,Sundaram Mutual Fund,Rohit Seksaria,500,100,0.28,108.0,7,Hybrid,Arbitrage Mutual Funds,1,2.8,0.33,0.48,2,Low,0.1649267913845039
Sundaram Balanced Advantage Fund,Sundaram Mutual Fund,S Bharath,500,100,0.62,1532.0,10,Hybrid,Dynamic Asset Allocation or Balanced Advantage,5,7.2,1.51,3.24,4,Medium,0.4315761840127029
Sundaram Banking & PSU Debt Fund,Sundaram Mutual Fund,Dwijendra Srivastava,250,5000,0.19,450.0,10,Debt,Banking and PSU Mutual Funds,2,6.1,0.48,0.73,2,Low,0.25616113338955027
Sundaram Consumption Fund,Sundaram Mutual Fund,Ratish Varier,100,100,1.46,1106.0,10,Equity,Sectoral / Thematic Mutual Funds,2,8.8,1.28,3.32,6,High,0.2920042179015703
Sundaram Corporate Bond Fund,Sundaram Mutual Fund,Dwijendra Srivastava,250,5000,0.28,996.0,10,Debt,Corporate Bond Mutual Funds,4,7.3,1.15,2.14,2,Low,0.3786088629575476
Sundaram Debt Oriented Hybrid Fund,Sundaram Mutual Fund,Dwijendra Srivastava,100,5000,1.2,30.0,10,Hybrid,Conservative Hybrid Mutual Funds,2,6.2,1.33,3.43,3,Medium,0.2709873641628556
Sundaram Diversified Equity – Direct Growth,Sundaram Mutual Fund,Sudhir Kedia,100,500,1.66,1623.0,10,Equity,ELSS Mutual Funds,2,8.9,1.41,3.5,6,High,0.29602936149211906
Sundaram Dividend Yield Fund,Sundaram Mutual Fund,Ratish Varier,500,5000,1.02,382.0,10,Equity,Dividend Yield Funds,0,11.7,1.55,4.03,6,High,0.24518733058429276
Sundaram Emerging Small Cap Series III – Dir Growth,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.75,297.0,5,Equity,Small Cap Mutual Funds,0,43.7,1.97,4.45,2,Low,0.4049945045106198
Sundaram Emerging Small Cap Series IV – Dir Growth,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.75,208.0,5,Equity,Small Cap Mutual Funds,0,41.4,1.9,4.29,4,Medium,0.3873958287512069
Sundaram Emerging Small Cap Series V – Dir Growth,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.79,79.0,5,Equity,Small Cap Mutual Funds,0,42.3,1.93,4.56,6,High,0.3893306218593846
Sundaram Emerging Small Cap Series VI – Dir Growth,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.77,41.0,5,Equity,Small Cap Mutual Funds,0,41.9,1.95,4.27,6,High,0.38314898934950214
Sundaram Emerging Small Cap Series VII – Dir Growth,Sundaram Mutual Fund,Rohit Seksaria,0,5000,0.97,141.0,4,Equity,Small Cap Mutual Funds,0,36.9,1.86,3.95,6,High,0.3477357686237692
Sundaram Equity Savings Fund,Sundaram Mutual Fund,Sudhir Kedia,500,100,0.54,415.0,10,Hybrid,Equity Savings Mutual Funds,4,9.9,1.5,3.24,3,Medium,0.4009232896832747
Sundaram Fin Serv Opportunities – Direct Growth,Sundaram Mutual Fund,Rohit Seksaria,100,100,0.51,601.0,10,Equity,Sectoral / Thematic Mutual Funds,4,12.6,1.06,2.35,6,High,0.389981117279018
Sundaram Focused Fund,Sundaram Mutual Fund,Ravi Gopalakrishnan,100,300,1.2,771.0,10,Equity,Focused Funds,4,13.1,1.22,2.47,6,High,0.38945223036418003
Sundaram Global Brand Fund,Sundaram Mutual Fund,Rohit Seksaria,100,100,1.42,117.0,10,Other,FoFs Overseas,0,7.7,0.88,1.59,6,High,0.16857669555299365
Sundaram Infrastructure Advantage Fund,Sundaram Mutual Fund,Ashish Aggarwal,100,100,1.87,594.0,10,Equity,Sectoral / Thematic Mutual Funds,2,9.1,1.55,2.9,6,High,0.28759457681994316
Sundaram Large and Mid Cap Fund,Sundaram Mutual Fund,Ravi Gopalakrishnan,100,100,0.72,4885.0,10,Equity,Large & Mid Cap Funds,3,11.7,1.43,3.07,6,High,0.3722353090224983
Sundaram Large Cap Fund,Sundaram Mutual Fund,Sudhir Kedia,100,100,0.6,2855.0,2,Equity,Large Cap Mutual Funds,5,0.9,1.3,3.64,6,High,0.3436510163599785
Sundaram Liquid Fund,Sundaram Mutual Fund,Dwijendra Srivastava,2000,1000,0.17,4169.0,10,Debt,Liquid Mutual Funds,4,3.3,0.98,4.89,2,Low,0.3803581906141552
Sundaram Low Duration Fund,Sundaram Mutual Fund,Dwijendra Srivastava,2000,1000,0.33,433.0,10,Debt,Low Duration Funds,2,1.8,0.83,3.93,2,Low,0.2654579709236056
Sundaram LT MC Tax Advantage Fund,Sundaram Mutual Fund,Rohit Seksaria,0,500,1.22,27.0,6,Equity,ELSS Mutual Funds,0,9.5,1.82,3.85,6,High,0.19661468867167703
Sundaram LT MC Tax Advantage Fund,Sundaram Mutual Fund,Rohit Seksaria,0,500,1.23,31.0,5,Equity,ELSS Mutual Funds,0,9.8,1.88,4.1,6,High,0.19619945979649622
